1,0,1322.64013672,374.714935303,346.533081055,129.207794189,-1,1,-1,-1
1,1,172.435256958,225.731292725,160.499130249,71.0240478516,-1,1,-1,-1
1,2,695.930114746,336.6144104,361.65802002,146.543548584,-1,1,-1,-1
1,3,771.182312012,293.113830566,116.383300781,97.5213317871,-1,1,-1,-1
2,0,1264.26603488,376.69049059,354.834482422,129.483935547,-1,1,-1,-1
2,1,141.771286298,227.774687699,159.814940186,70.6481904602,-1,1,-1,-1
2,2,614.509515034,343.107718993,359.915731201,143.552732239,-1,1,-1,-1
2,3,774.956206848,293.763678686,105.284110107,77.2092617798,-1,1,-1,-1
3,0,1206.74061392,377.919486919,353.388023779,132.238472779,-1,1,-1,-1
3,1,109.47006742,229.508110496,161.669114292,69.6974241349,-1,1,-1,-1
3,2,530.6871677,345.052470473,353.65908468,147.09290281,-1,1,-1,-1
3,3,774.849676482,291.562091072,108.206503821,91.5464337433,-1,1,-1,-1
4,0,1149.3113317,379.691575045,356.962067493,132.514726647,-1,1,-1,-1
4,1,80.0543224704,231.308703178,158.846602565,68.5404343244,-1,1,-1,-1
4,2,447.362809872,346.385375903,345.598781704,151.697084424,-1,1,-1,-1
4,3,774.982648376,292.694780044,108.045933446,94.1979786807,-1,1,-1,-1
5,0,1087.62534489,380.380983973,360.711153879,133.776379566,-1,1,-1,-1
5,1,54.4854533102,234.299215406,153.706673118,67.1438825842,-1,1,-1,-1
5,2,362.234135207,351.905314776,349.997167321,152.795665912,-1,1,-1,-1
5,3,777.089702946,292.650900735,105.676400496,95.6311231584,-1,1,-1,-1
5,4,1844.41345215,330.499206543,73.4329833984,93.5967407227,-1,1,-1,-1
6,0,1027.36632922,384.286616503,356.876864957,133.571376161,-1,1,-1,-1
6,1,22.7802848144,237.793205792,157.666748204,66.738409651,-1,1,-1,-1
6,2,277.977509314,358.194547882,343.262666375,150.140679132,-1,1,-1,-1
6,3,777.192797489,292.785772005,106.174292081,95.511402174,-1,1,-1,-1
