1,0,689.237731934,244.924407959,155.228271484,72.5568237305,-1,1,-1,-1
1,1,1224.13110352,773.222717285,655.936645508,268.99005127,-1,1,-1,-1
1,2,1398.07275391,197.762893677,171.609863281,76.8625030518,-1,1,-1,-1
1,3,5.39497375488,227.694717407,100.499504089,65.0853424072,-1,1,-1,-1
1,4,300.814758301,226.2759552,103.911773682,64.9980926514,-1,1,-1,-1
1,5,1359.15124512,190.348373413,123.270751953,63.368270874,-1,1,-1,-1
1,6,155.02104187,236.312652588,95.0677642822,52.198638916,-1,1,-1,-1
1,7,23.8455162048,262.352722168,137.821689606,58.4514465332,-1,1,-1,-1
1,8,220.405700684,241.355957031,89.1619567871,47.0869445801,-1,1,-1,-1
1,9,1418.13513184,149.559310913,95.8226318359,64.2770690918,-1,1,-1,-1
1,10,75.4194793701,228.578521729,94.0446472168,58.5684509277,-1,1,-1,-1
1,11,1.09241533279,888.271850586,86.2404704094,250.097364187,-1,1,-1,-1
2,0,703.664501874,244.629392698,154.602089233,73.4038435364,-1,1,-1,-1
2,1,1349.7237247,774.470256572,568.745585937,267.790498047,-1,1,-1,-1
2,2,1398.70279044,198.111254204,170.898179932,76.4877786255,-1,1,-1,-1
2,3,5.61206558087,227.626015419,99.5948649835,65.2057992554,-1,1,-1,-1
2,4,300.40536818,226.212761611,104.524299927,64.8665025329,-1,1,-1,-1
2,5,1360.29055982,190.182993061,123.835723877,62.5205863953,-1,1,-1,-1
2,6,155.02991968,236.47858241,97.0738980102,52.1244070435,-1,1,-1,-1
2,7,23.259659126,262.438064935,138.307616444,58.8803115845,-1,1,-1,-1
2,8,218.571962171,241.701691758,90.9605010986,46.4593423462,-1,1,-1,-1
2,9,1417.87084232,149.417504239,96.1368408203,64.4185084534,-1,1,-1,-1
2,10,76.0431733289,228.222816302,94.832669754,58.4905029297,-1,1,-1,-1
2,12,0.0,855.719604492,242.656021118,703.702461242,-1,1,-1,-1
3,0,716.860654028,243.924117444,153.378267597,75.430728804,-1,1,-1,-1
3,1,1478.94407861,766.822298694,441.944394336,273.592214673,-1,1,-1,-1
3,2,1399.28006986,199.05863512,169.14575304,77.7460336395,-1,1,-1,-1
